prolificID,conditionName,taskName,meridian,repeat,threshold,numTrialsSent,questSD,readingCQAccuracy
5f0788c06b220f03231666a0,crowding_R8_block1,crowding,R8,1,0.04395659200000002,36.0,0.065507517,
5f0788c06b220f03231666a0,crowding_L8_block1,crowding,L8,1,0.17923607,36.0,0.050215867,
5f0788c06b220f03231666a0,crowding_R8_block2,crowding,R8,2,-0.126747432,36.0,0.051140758,
5f0788c06b220f03231666a0,crowding_L8_block2,crowding,L8,2,0.28966047,37.0,0.058715724,
5f0788c06b220f03231666a0,acuity_R8_block1,acuity,R8,1,-0.472122445,36.0,0.048382129,
5f0788c06b220f03231666a0,acuity_L8_block1,acuity,L8,1,-0.477837223,35.0,0.049844932,
64837ba51422d817b62cc5cc,crowding_R8_block1,crowding,R8,1,0.40816166800000003,38.0,0.047698262,
64837ba51422d817b62cc5cc,crowding_L8_block1,crowding,L8,1,0.281693395,36.0,0.065209033,
64837ba51422d817b62cc5cc,crowding_R8_block2,crowding,R8,2,0.298709115,15.0,0.101424246,
64837ba51422d817b62cc5cc,crowding_L8_block2,crowding,L8,2,0.358008395,17.0,0.082947674,
64837ba51422d817b62cc5cc,acuity_R8_block1,acuity,R8,1,-0.45884776899999996,20.0,0.075875725,
64837ba51422d817b62cc5cc,acuity_L8_block1,acuity,L8,1,-0.512642091,16.0,0.088471469,
6778842e3f7e2e62756f7178,crowding_R8_block1,crowding,R8,1,0.396149833,36.0,0.066182313,
6778842e3f7e2e62756f7178,crowding_L8_block1,crowding,L8,1,0.489159994,36.0,0.048984734,
6778842e3f7e2e62756f7178,crowding_R8_block2,crowding,R8,2,0.262958804,37.0,0.057678266,
6778842e3f7e2e62756f7178,crowding_L8_block2,crowding,L8,2,0.372813311,36.0,0.048653935,
6778842e3f7e2e62756f7178,acuity_R8_block1,acuity,R8,1,-0.292500794,35.0,0.049994148,
6778842e3f7e2e62756f7178,acuity_L8_block1,acuity,L8,1,-0.43661799,36.0,0.047824222,
5e57d38b533eec1818078f0b,crowding_R8_block1,crowding,R8,1,0.518646596,36.0,0.048975336,
5e57d38b533eec1818078f0b,crowding_L8_block1,crowding,L8,1,0.504545729,36.0,0.047106764,
5e57d38b533eec1818078f0b,crowding_R8_block2,crowding,R8,2,0.512413449,36.0,0.047961417,
